hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,213595.0,0.0,12973.8202,27302702,16966132,113311.0,135227.0,1157269.0
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,195091.0,0.0,14122.220800000001,39576665,19423838,161383.0,91123.0,994542.0
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,224019.0,0.0,16165.863,41466624,28430399,196717.0,52998.0,1277696.0
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,77859.0,0.0,6546.982400000001,14710851,8314550,72833.0,80521.0,509442.0
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,5983.0,0.0,1107.267908322496,4049197,2103232,14564.0,47889.0,161689.0
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,167.0,0.0,544.1900021134995,2155770,700093,8008.0,23486.0,64137.0
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,0.0,0.0,155.5007506877432,1390254,454774,3285.0,20347.0,1167.0
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,141088.0,0.0,8864.804,24403896,15096365,110991.0,100667.0,681309.0
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,10.0,0.0,318.2130225722249,1546859,380363,13715.0,24023.0,65042.0
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,48522.0,0.0,4055.3884,11316177,6193082,41610.0,56529.0,374368.0
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,0.0,0.0,140.3983771315846,1526596,360098,3776.0,12359.0,44245.0
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,228931.0,0.0,12832.413999999999,26192709,19649343,122444.0,71544.0,1114574.0
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,131139.0,0.0,14642.5083,27329383,18369938,122749.0,92290.0,868682.0
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,122913.0,0.0,6249.966,15999566,8962984,80208.0,68236.0,797327.0
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,30144.0,0.0,2825.039896818548,5409353,1695261,25935.0,34088.0,214712.0
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,387.0,0.0,337.9180655364579,2575713,1070638,6977.0,65464.0,109076.0
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,0.0,0.0,242.78019276058902,1604753,523762,7347.0,9553.0,55634.0
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,0.0,0.0,124.9958798152164,1449198,556686,5476.0,15696.0,82655.0
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,0.0,0.0,491.6735923460892,1885435,698929,10702.0,35277.0,180180.0
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,2405.0,0.0,538.3160113850922,2636939,875642,12405.0,29991.0,154592.0
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,236458.0,0.0,16798.485,45034968,28639461,155019.0,226446.0,1392346.0
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,72849.0,0.0,4827.9800000000005,11398652,6553893,60422.0,66517.0,666780.0
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,14806.0,0.0,550.9822777095295,4865964,1814877,31854.0,0.0,0.0
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,0.0,0.0,298.8469079793281,1926544,657964,4930.0,29403.0,8790.0
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,69393.0,0.0,4318.6176,11017215,5116721,56522.0,0.0,658675.0
107100,5,Hospital Dr. Gustavo Fricke (Viña del Mar),Hospital Doctor Gustavo Fricke,-33.0214,-71.5537,240879.0,0.0,26063.5095,47220040,39855547,193722.0,139038.0,1887317.0
107101,5,Hospital San Martín (Quillota),Hospital de Quillota,-32.8833,-71.2482,153505.0,0.0,6869.907899999999,17561446,11696213,88781.0,81500.0,1031496.0
107102,5,Hospital de Quilpué,Hospital de Quilpué,-33.0458,-71.4457,66125.0,0.0,5099.9436,15153635,6848820,53144.0,70716.0,380037.0
107103,5,Hospital Dr. Mario Sánchez Vergara (La Calera),Hospital de La Calera,-32.7875,-71.2035,5555.0,0.0,1244.0451237334332,4478205,1189189,15226.0,45136.0,108130.0
107110,5,Hospital Centro Geriátrico Paz de la Tarde (Limache),Hospital Geriátrico Paz de la Tarde,-33.0098,-71.2544,2692.0,0.0,438.6301804759448,2360204,525669,22418.0,0.0,0.0
107104,5,Hospital Santo Tomás (Limache),Hospital de Limache,-33.0103,-71.2549,752.0,0.0,1200.6116102638337,4535069,1404222,20805.0,56803.0,164678.0
107105,5,Hospital San Agustín (La Ligua),Hospital de La Ligua,-32.4478,-71.2316,9871.0,0.0,816.4889853302836,3935995,1041908,21535.0,43107.0,69647.0
107106,5,Hospital Dr. Víctor Hugo Moll (Cabildo),Hospital Cabildo,-32.4285,-71.0639,1314.0,0.0,384.71131278156804,1697264,615892,7665.0,27109.0,91634.0
107107,5,Hospital de Petorca,Hospital Petorca,-32.2594,-70.9392,1353.0,0.0,234.55665598467962,1279618,331934,6570.0,11447.0,6859.0
107108,5,Hospital Adriana Cousiño (Quintero),Hospital de Quintero,-32.7844,-71.5269,48.0,0.0,706.09489910415,2867275,1318020,9216.0,47034.0,199164.0
107109,5,Hospital Juana Ross de Edwards (Peñablanca - Villa Alemana),Hospital Peñablanca,-33.0424,-71.3724,1112.0,0.0,1928.668243100663,4411226,1685730,29220.0,34322.0,142311.0
108100,5,Hospital de San Camilo (San Felipe),Hospital San Camilo de San Felipe,-32.7521,-70.7254,124204.0,0.0,7757.44,15380150,7885000,79880.0,70255.0,585576.0
108101,5,Hospital San Juan de Dios (Los Andes),Hospital San Juan de Dios de Los Andes,-32.8325,-70.5984,97733.0,0.0,6005.6678,12694027,6739997,57360.0,81437.0,498568.0
108102,5,Hospital San Francisco (Llaillay),Hospital San Francisco de Llay Llay,-32.8377,-70.9502,1770.0,0.0,814.4356455668271,2427118,728749,12450.0,49677.0,151505.0
108104,5,Hospital San Antonio (Putaendo),Hospital San Antonio de  Putaendo,-32.6214,-70.7253,0.0,0.0,519.0367143001089,1382143,400000,10220.0,21867.0,13811.0
108105,5,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,-32.6212,-70.7263,2218.0,0.0,599.8290620134641,6648878,2157145,94788.0,4910.0,0.0
115100,6,Hospital Regional de Rancagua,Hospital Rancagua,-34.1713,-70.7449,238662.0,0.0,21584.8389,46631674,35042623,199181.0,106515.0,1883916.0
115101,6,Hospital Santa Filomena (Graneros),Hospital Graneros,-34.0667,-70.7264,0.0,0.0,694.3976889536902,2454607,653952,9490.0,42768.0,167031.0
115102,6,Hospital de Coínco,Hospital Coínco,-34.2667,-70.9933,0.0,0.0,413.046806656641,1360848,398567,5208.0,16699.0,33450.0
115103,6,Hospital Del Salvador (Peumo),Hospital Peumo,-34.3903,-71.2542,0.0,0.0,603.6530481340058,1947473,570824,17442.0,23871.0,101688.0
115104,6,Hospital Dr. Ricardo Valenzuela Sáez (Rengo),Hospital de Rengo,-34.4065,-70.8587,65149.0,0.0,4565.131636880164,5273624,8742909,40885.0,103213.0,344263.0
115105,6,Hospital San Vicente de Tagua-Tagua,Hospital San Vicente,-34.4487,-70.9682,18436.0,0.0,2200.3327553373156,3316482,1966199,17855.0,62457.0,262148.0
115106,6,Hospital de Pichidegua,Hospital Pichidegua,-34.2998,-71.2786,1.0,0.0,357.24730479552244,1282028,402992,4566.0,27281.0,54926.0
115107,6,Hospital San Juan de Dios (San Fernando),Hospital San Fernando,-34.5817,-70.9899,113419.0,0.0,5722.7898,12580936,8748584,58701.0,76885.0,521722.0
115108,6,Hospital Mercedes (Chimbarongo),Hospital Chimbarongo,-34.7239,-71.0394,0.0,0.0,767.1340906459849,1821007,653149,7300.0,30273.0,71321.0
115109,6,Hospital de Nancagua,Hospital Nancagua,-34.7012,-71.1288,4.0,0.0,224.0063032186271,1335976,421804,3285.0,25334.0,63572.0
115110,6,Hospital de Santa Cruz,Hospital Santa Cruz,-34.6364,-71.3657,70762.0,0.0,3423.1192,7189468,5738974,32048.0,63057.0,593522.0
115111,6,Hospital de Marchigüe,Hospital Marchigue,-34.4231,-71.5873,0.0,0.0,153.518273971518,994106,299483,3276.0,7581.0,48389.0
115112,6,Hospital de Pichilemu,Hospital Pichilemu,-34.3869,-72.0095,0.0,0.0,552.2523358280026,1693189,839167,8808.0,24741.0,219911.0
