hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,257253,0.0,13019.589,30402083,21385066,113311.0,119474,1350805.0
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,228818,0.0,14903.3652,44850918,19773728,161383.0,113536,1086185.0
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,308694,0.0,16969.38,53134618,42003684,196717.0,85744,1534464.0
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,104457,0.0,6807.147199999999,18123688,9167070,72833.0,75127,605340.0
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,12741,0.0,1137.0667408666593,4549364,2287008,14564.0,45942,191983.0
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,980,0.0,643.0536987333313,2426618,689939,8008.0,21866,69702.0
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,55,0.0,183.77286766666612,1526268,590227,3285.0,20979,23740.0
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,171380,0.0,9045.4052,27590456,15811936,110991.0,92259,774426.0
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,22,0.0,385.97921039999983,1869166,396354,13715.0,24037,64997.0
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,56575,0.0,4073.0368000000003,12720441,6718989,41610.0,55663,411200.0
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,0,0.0,180.0753613333328,1740794,349181,3776.0,16612,42329.0
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,217363,0.0,13429.797199999999,29923673,24475318,122444.0,70223,926798.0
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,156238,0.0,14929.4414,31000432,26127682,122749.0,78764,931558.0
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,149218,0.0,6402.711,19145227,10101526,80208.0,57821,871338.0
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,44469,0.0,2736.48564,6332512,1885637,25935.0,34071,190734.0
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,283,0.0,347.1109605,3007518,1199536,6977.0,76151,129076.0
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,0,0.0,283.4608604333332,1890347,532205,7347.0,12869,51934.0
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,0,0.0,133.71624,1596879,616857,5476.0,13827,74540.0
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,0,0.0,554.1953958333331,2228996,799236,10702.0,29689,180704.0
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,3229,0.0,546.8396665333337,2940537,972550,12405.0,29247,161119.0
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,256070,0.0,17125.5975,50137410,33083454,155019.0,215105,1374258.0
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,81400,0.0,4829.3949999999995,12604132,7342081,60422.0,72331,783846.0
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,15943,0.0,580.2361539333316,5412274,1923720,31854.0,0,0.0
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,0,0.0,326.29298066666564,2238813,797356,4930.0,26788,9663.0
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,65106,0.0,4504.0512,12334151,5986307,56522.0,0,775868.0
