hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,188693,0.0,12704.1112,25392597,15200599,113311.0,130265,1015462.0
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,155864,0.0,13919.232,34817202,16278222,161383.0,102357,877542.0
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,188112,0.0,15924.246,37125042,22816537,196717.0,56297,1119058.0
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,59908,0.0,6384.504,14232097,6885763,72833.0,80404,489566.0
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,5719,0.0,1068.4601757194332,3898322,1846098,14564.0,46113,145290.0
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,536,0.0,567.448784174252,1960301,564207,8008.0,24951,61646.0
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,159,0.0,158.82088777253352,1277018,367076,3285.0,21656,1002.0
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,94700,0.0,8997.0088,22460094,13954195,110991.0,89824,550421.0
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,1,0.0,343.18947568086776,1548190,330478,13715.0,27051,58546.0
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,36800,0.0,3914.736,10276237,5372515,41610.0,58207,287383.0
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,0,0.0,146.3413951404802,1455720,354092,3776.0,19957,35714.0
