hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,184208,0.0,11953.8298,19779705,10982608,113311.0,139557,898535.0
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,149392,0.0,13810.488,27881106,15394204,161383.0,104376,756183.0
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,154729,0.0,15613.328,29969438,15065061,196717.0,55364,897022.0
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,36390,0.0,6229.0032,11358890,3408115,72833.0,94649,403890.0
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,4752,0.0,746.24524,3524477,1380911,14564.0,32963,148503.0
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,448,0.0,396.31852,1621675,417126,8008.0,31519,75829.0
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,21,0.0,110.67758,1016256,196916,3285.0,25581,796.0
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,111998,0.0,8705.45,17876433,11031162,110991.0,93939,520767.0
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,24,0.0,245.14596,1280929,251949,13715.0,27020,61107.0
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,38109,0.0,3718.9992,8586874,4424424,41610.0,54656,274020.0
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,32,0.0,98.29524,1315483,241393,3776.0,23477,34473.0
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,147428,0.0,11811.7664,17866865,13789596,122444.0,92546,815563.0
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,111932,0.0,13456.1217,19796143,13948297,122749.0,116911,714979.0
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,91559,0.0,5838.453,11496479,5926447,80208.0,86002,566134.0
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,13055,0.0,2253.636,3850898,1100045,25935.0,35324,186092.0
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,240,0.0,239.8167,1716332,565173,6977.0,55249,77928.0
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,307,0.0,181.26821999999999,1251524,304085,7347.0,10696,47647.0
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,348,0.0,88.821,1127535,370856,5476.0,13669,84152.0
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,152,0.0,352.3233,1397864,518195,10702.0,34693,156053.0
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,323,0.0,375.41676,1839990,561707,12405.0,28396,73877.0
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,223665,0.0,15429.644999999999,33488100,20783099,155019.0,269503,1094231.0
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,66443,0.0,4516.679999999999,8692940,5097645,60422.0,110613,505170.0
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,18205,0.0,350.58946,3504183,1461452,31854.0,0,0.0
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,1205,0.0,200.14748,1473414,579158,4930.0,30798,9225.0
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,69851,0.0,4130.6496,8286791,4369250,56522.0,0,1598699.0
107100,5,Hospital Dr. Gustavo Fricke (Viña del Mar),Hospital Doctor Gustavo Fricke,-33.0214,-71.5537,190153,0.0,24080.202,33677672,29614260,193722.0,161065,1906624.0
107101,5,Hospital San Martín (Quillota),Hospital de Quillota,-32.8833,-71.2482,277732,0.0,6695.1938,12084109,7848501,88781.0,122684,1228397.0
107102,5,Hospital de Quilpué,Hospital de Quilpué,-33.0458,-71.4457,74314,0.0,4433.9292000000005,10378035,4741308,53144.0,93983,464691.0
107103,5,Hospital Dr. Mario Sánchez Vergara (La Calera),Hospital de La Calera,-32.7875,-71.2035,365,0.0,864.5244,3022290,937068,15226.0,52148,150660.0
107110,5,Hospital Centro Geriátrico Paz de la Tarde (Limache),Hospital Geriátrico Paz de la Tarde,-33.0098,-71.2544,1730,0.0,286.96641999999997,1604101,321429,22418.0,0,0.0
107104,5,Hospital Santo Tomás (Limache),Hospital de Limache,-33.0103,-71.2549,490,0.0,790.5069,2993620,971351,20805.0,58930,200156.0
107105,5,Hospital San Agustín (La Ligua),Hospital de La Ligua,-32.4478,-71.2316,6119,0.0,607.53564,2529715,973515,21535.0,46338,107964.0
107106,5,Hospital Dr. Víctor Hugo Moll (Cabildo),Hospital Cabildo,-32.4285,-71.0639,400,0.0,282.45078,1305575,467778,7665.0,29386,63608.0
107107,5,Hospital de Petorca,Hospital Petorca,-32.2594,-70.9392,224,0.0,173.49702,920989,200075,6570.0,9466,6515.0
107108,5,Hospital Adriana Cousiño (Quintero),Hospital de Quintero,-32.7844,-71.5269,92,0.0,513.38538,1922847,855402,9216.0,51785,246064.0
107109,5,Hospital Juana Ross de Edwards (Peñablanca - Villa Alemana),Hospital Peñablanca,-33.0424,-71.3724,1201,0.0,1216.79064,2856757,1439798,29220.0,44651,150252.0
108100,5,Hospital de San Camilo (San Felipe),Hospital San Camilo de San Felipe,-32.7521,-70.7254,96117,0.0,7541.412499999999,11765441,5672000,79880.0,80758,552923.0
108101,5,Hospital San Juan de Dios (Los Andes),Hospital San Juan de Dios de Los Andes,-32.8325,-70.5984,77569,0.0,5509.2601,9317995,4600524,57360.0,88207,510911.0
108102,5,Hospital San Francisco (Llaillay),Hospital San Francisco de Llay Llay,-32.8377,-70.9502,831,0.0,558.38802,1784369,617142,12450.0,49742,140585.0
108104,5,Hospital San Antonio (Putaendo),Hospital San Antonio de  Putaendo,-32.6214,-70.7253,2,0.0,347.9385,803881,272991,10220.0,24735,10070.0
108105,5,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,-32.6212,-70.7263,4164,0.0,381.0755,5048666,1497898,94788.0,3610,0.0
115100,6,Hospital Regional de Rancagua,Hospital Rancagua,-34.1713,-70.7449,164304,0.0,20315.6444,30347442,22741549,199181.0,136513,1451985.0
115101,6,Hospital Santa Filomena (Graneros),Hospital Graneros,-34.0667,-70.7264,108,0.0,463.25526,1425715,340291,9490.0,48864,98004.0
115102,6,Hospital de Coínco,Hospital Coínco,-34.2667,-70.9933,4,0.0,279.67628,823022,251954,5208.0,18987,23588.0
115103,6,Hospital Del Salvador (Peumo),Hospital Peumo,-34.3903,-71.2542,12,0.0,398.96948,1160754,336721,17442.0,26092,56787.0
115104,6,Hospital Dr. Ricardo Valenzuela Sáez (Rengo),Hospital de Rengo,-34.4065,-70.8587,37588,0.0,3346.7036999999996,3374972,2666988,40885.0,87537,116306.0
115105,6,Hospital San Vicente de Tagua-Tagua,Hospital San Vicente,-34.4487,-70.9682,9142,0.0,1613.3172,2192949,1160451,17855.0,58168,257059.0
115106,6,Hospital de Pichidegua,Hospital Pichidegua,-34.2998,-71.2786,15,0.0,239.24914,729578,241854,4566.0,26757,49708.0
115107,6,Hospital San Juan de Dios (San Fernando),Hospital San Fernando,-34.5817,-70.9899,88068,0.0,5039.6788,9245299,5289093,58701.0,77134,345356.0
115108,6,Hospital Mercedes (Chimbarongo),Hospital Chimbarongo,-34.7239,-71.0394,0,0.0,476.51006,1230453,337503,7300.0,31334,40106.0
115109,6,Hospital de Nancagua,Hospital Nancagua,-34.7012,-71.1288,2,0.0,151.10472,880156,309105,3285.0,27883,58502.0
115110,6,Hospital de Santa Cruz,Hospital Santa Cruz,-34.6364,-71.3657,37722,0.0,3185.8885999999998,5018987,2635254,32048.0,62317,306886.0
115111,6,Hospital de Marchigüe,Hospital Marchigue,-34.4231,-71.5873,0,0.0,99.411,543456,150431,3276.0,6827,31077.0
115112,6,Hospital de Pichilemu,Hospital Pichilemu,-34.3869,-72.0095,83,0.0,371.79714,1097711,431671,8808.0,24358,135034.0
115113,6,Hospital de Lolol,Hospital de Lolol,-34.7589,-71.6721,10,0.0,108.02662,655636,163152,3650.0,7458,34902.0
115114,6,Hospital de Litueche,Hospital de Litueche,-34.1344,-71.6822,0,0.0,76.21509999999999,656695,174735,2920.0,9652,54118.0
116100,7,Hospital San Juan de Dios (Curicó),Hospital Curicó,-34.9824,-71.2433,81580,0.0,9450.3467,16081403,8928871,111121.0,80763,1773989.0
