hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,177142.0,0.0,12553.728000000001,23266444,13588519,113311.0,136460,950371.0
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,141760.0,0.0,13533.1908,31014400,15704142,161383.0,110033,806804.0
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,163274.0,0.0,15721.962000000001,34181451,17765183,196717.0,54774,978015.0
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,42348.0,0.0,6104.403200000001,12636974,4965187,72833.0,93141,440328.0
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,4602.0,0.0,1138.782147333781,3793439,1681281,14564.0,40977,146683.0
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,356.0,0.0,644.1081324414365,1849742,443007,8008.0,22980,69837.0
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,96.0,0.0,179.87635136742458,1223308,259197,3285.0,22613,1706.0
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,88705.0,0.0,8462.2876,20352973,12755945,110991.0,83972,488346.0
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,19.0,0.0,445.92101476714834,1467454,309145,13715.0,24650,57002.0
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,36736.0,0.0,3848.4208,9410121,5120478,41610.0,58580,307914.0
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,0.0,0.0,178.79924746702082,1472137,309483,3776.0,21445,33701.0
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,156145.0,0.0,11886.7932,19512169,14253415,122444.0,81009,738785.0
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,106347.0,0.0,13604.7917,21773376,14295737,122749.0,107343,708483.0
