hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,1523529,0.0,13340.13406,50334232,30252055,113311.0,776401,9871289248
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,1031005,0.0,15365.164719999999,77818223,34267299,161383.0,585481,7109962255
201319,1,Hospital de Alto Hospicio,Hospital de Alto Hospicio,-20.2948,-70.0971,53240,0.0,-297.0,9905087,4541493,8189.0,0,106902579
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,1875830,0.0,19240.3925,91389907,63882824,196717.0,387498,11714162169
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,829780,0.0,7980.879199999999,37079367,17936386,72833.0,320466,4178529851
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,28628,0.0,-1126.0,6931367,2897737,14564.0,192165,726187445
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,14304,0.0,-598.0,4020419,1137899,8008.0,110121,361064609
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,1824,0.0,-167.0,3337842,1249733,3285.0,134426,291931850
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,842021,0.0,10333.69376,43676488,27645948,110991.0,426047,5090533068
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,91,0.0,-414.0,2754175,656350,13715.0,97679,248473606
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,440851,0.0,4140.31464,20378997,12109016,41610.0,253880,2256915143
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,1868,0.0,-166.0,3575263,917987,3776.0,103227,205905179
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,1151026,0.0,12728.50896,64527015,41520768,122444.0,388144,7914818745
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,927738,0.0,14307.257450000001,61059424,36870714,122749.0,330082,7178243838
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,809748,0.0,6864.09075,48304598,22819684,80208.0,308020,7382928282
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,384887,0.0,-3780.0,13058420,5212870,25935.0,141431,1436174385
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,8992,0.0,-405.0,5486279,2535358,6977.0,238493,619643359
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,1842,0.0,-301.0,3251524,966437,7347.0,53568,230007296
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,2475,0.0,-150.0,2956519,1081930,5476.0,65247,249391206
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,2121,0.0,-595.0,3705620,1307468,10702.0,124877,806744193
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,53858,0.0,-634.0,6060648,2195381,12405.0,149671,899189417
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,869084,0.0,16751.011749999998,76905513,46923389,155019.0,485945,9691330096
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,367417,0.0,5070.5109999999995,24540562,17713791,60422.0,319575,4491685971
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,58319,0.0,-529.0,8679027,3480904,31854.0,0,2677672
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,1314,0.0,-302.0,4436157,1949865,4930.0,128884,80865994
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,299926,0.0,5166.7968,19990003,10046251,56522.0,0,2447094195
107100,5,Hospital Dr. Gustavo Fricke (Viña del Mar),Hospital Doctor Gustavo Fricke,-33.0214,-71.5537,1311927,0.0,25148.558250000002,97604252,70599590,193722.0,634163,14997588076
107101,5,Hospital San Martín (Quillota),Hospital de Quillota,-32.8833,-71.2482,788800,0.0,7693.49335,46900703,29061014,88781.0,334094,7789978516
107102,5,Hospital de Quilpué,Hospital de Quilpué,-33.0458,-71.4457,414688,0.0,5105.01408,29019704,13271034,53144.0,301116,4188913204
107103,5,Hospital Dr. Mario Sánchez Vergara (La Calera),Hospital de La Calera,-32.7875,-71.2035,80016,0.0,-1460.0,7078084,1809186,15226.0,124768,413532079
107110,5,Hospital Centro Geriátrico Paz de la Tarde (Limache),Hospital Geriátrico Paz de la Tarde,-33.0098,-71.2544,25884,0.0,-433.0,4215978,945620,22418.0,0,1594864
107104,5,Hospital Santo Tomás (Limache),Hospital de Limache,-33.0103,-71.2549,60440,0.0,-1335.0,8505266,2019898,20805.0,185494,677971091
107105,5,Hospital San Agustín (La Ligua),Hospital de La Ligua,-32.4478,-71.2316,104211,0.0,-1026.0,7127941,1652854,21535.0,126446,636515127
107106,5,Hospital Dr. Víctor Hugo Moll (Cabildo),Hospital Cabildo,-32.4285,-71.0639,7147,0.0,-477.0,3470747,964335,7665.0,127200,367744855
107107,5,Hospital de Petorca,Hospital Petorca,-32.2594,-70.9392,7075,0.0,-293.0,2152462,642478,6570.0,74529,61295928
107108,5,Hospital Adriana Cousiño (Quintero),Hospital de Quintero,-32.7844,-71.5269,16911,0.0,-867.0,6508270,2486074,9216.0,196035,1091522379
107109,5,Hospital Juana Ross de Edwards (Peñablanca - Villa Alemana),Hospital Peñablanca,-33.0424,-71.3724,2905,0.0,-1836.0,7794622,2680958,29220.0,153029,467806472
108100,5,Hospital de San Camilo (San Felipe),Hospital San Camilo de San Felipe,-32.7521,-70.7254,464923,0.0,8208.36075,29582629,19500080,79880.0,314858,4074083550
108101,5,Hospital San Juan de Dios (Los Andes),Hospital San Juan de Dios de Los Andes,-32.8325,-70.5984,436873,0.0,7078.7266,23193321,14376406,57360.0,324474,3186751774
108102,5,Hospital San Francisco (Llaillay),Hospital San Francisco de Llay Llay,-32.8377,-70.9502,14130,0.0,-943.0,4209056,1296089,12450.0,187992,596378783
108104,5,Hospital San Antonio (Putaendo),Hospital San Antonio de  Putaendo,-32.6214,-70.7253,4392,0.0,-525.0,2337388,807009,10220.0,102473,53541643
108105,5,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,-32.6212,-70.7263,0,0.0,-575.0,10985190,3233448,94788.0,30758,0
115100,6,Hospital Regional de Rancagua,Hospital Rancagua,-34.1713,-70.7449,1588498,0.0,22531.72199,88292615,56541939,199181.0,608848,14043586924
115101,6,Hospital Santa Filomena (Graneros),Hospital Graneros,-34.0667,-70.7264,2098,0.0,-699.0,4348571,1028824,9490.0,198388,664602426
115102,6,Hospital de Coínco,Hospital Coínco,-34.2667,-70.9933,1524,0.0,-422.0,2650858,560624,5208.0,83940,182735823
115103,6,Hospital Del Salvador (Peumo),Hospital Peumo,-34.3903,-71.2542,1882,0.0,-602.0,3479855,1013780,17442.0,125995,442334666
115104,6,Hospital Dr. Ricardo Valenzuela Sáez (Rengo),Hospital de Rengo,-34.4065,-70.8587,280620,0.0,-5529.0,14157338,9999542,40885.0,293769,2660347701
115105,6,Hospital San Vicente de Tagua-Tagua,Hospital San Vicente,-34.4487,-70.9682,163976,0.0,-2706.0,7002968,2535882,17855.0,144435,1001626602
115106,6,Hospital de Pichidegua,Hospital Pichidegua,-34.2998,-71.2786,1055,0.0,-361.0,1941286,455068,4566.0,104080,195462710
115107,6,Hospital San Juan de Dios (San Fernando),Hospital San Fernando,-34.5817,-70.9899,765560,0.0,6239.98154,26790477,14910482,58701.0,386565,5284285526
115108,6,Hospital Mercedes (Chimbarongo),Hospital Chimbarongo,-34.7239,-71.0394,2087,0.0,-719.0,4140591,1144269,7300.0,146104,418428989
115109,6,Hospital de Nancagua,Hospital Nancagua,-34.7012,-71.1288,1576,0.0,-228.0,2359288,542267,3285.0,131361,266327466
115110,6,Hospital de Santa Cruz,Hospital Santa Cruz,-34.6364,-71.3657,336062,0.0,3859.9631400000003,15032927,9407642,32048.0,272667,2643485516
115111,6,Hospital de Marchigüe,Hospital Marchigue,-34.4231,-71.5873,937,0.0,-150.0,1805751,547315,3276.0,63635,292505447
115112,6,Hospital de Pichilemu,Hospital Pichilemu,-34.3869,-72.0095,23822,0.0,-561.0,3518543,1295887,8808.0,142315,625611226
115113,6,Hospital de Lolol,Hospital de Lolol,-34.7589,-71.6721,575,0.0,-163.0,1876002,416410,3650.0,63902,236203384
115114,6,Hospital de Litueche,Hospital de Litueche,-34.1344,-71.6822,1400,0.0,-115.0,2001027,585726,2920.0,80919,478514361
116100,7,Hospital San Juan de Dios (Curicó),Hospital Curicó,-34.9824,-71.2433,1055736,0.0,10425.58055,46205955,39639478,111121.0,364515,10027689375
116101,7,Hospital de Teno,Hospital de Teno,-34.8749,-71.1676,2554,0.0,-1017.0,3925097,1182568,9903.0,97075,366378958
116102,7,Hospital de Molina,Hospital Molina,-35.1155,-71.2826,17382,0.0,-1338.0,4670463,2884684,19065.0,174055,767882858
